#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
ECFFIKGN_00489,2340.JV46_04030,1.29e-71,223,"COG0288@1|root,COG0288@2|Bacteria,1NGFN@1224|Proteobacteria,1S237@1236|Gammaproteobacteria,1J9MC@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,P,Reversible hydration of carbon dioxide,cynT,-,4.2.1.1,ko:K01673,"ko00910,map00910",-,"R00132,R10092",RC02807,"ko00000,ko00001,ko01000",-,-,-,Pro_CA
ECFFIKGN_00490,1217718.ALOU01000009_gene1055,6.3499999999999996e-83,258,"COG0697@1|root,COG0697@2|Bacteria,1MXJ6@1224|Proteobacteria,2VIA7@28216|Betaproteobacteria,1K5U4@119060|Burkholderiaceae",28216|Betaproteobacteria,EG,EamA-like transporter family,-,-,-,-,-,-,-,-,-,-,-,-,EamA
ECFFIKGN_00491,1260251.SPISAL_07825,6.1099999999999996e-89,278,"COG0726@1|root,COG0726@2|Bacteria,1MWR2@1224|Proteobacteria,1RP7J@1236|Gammaproteobacteria,1WXB3@135613|Chromatiales",135613|Chromatiales,G,PFAM Polysaccharide deacetylase,-,-,-,-,-,-,-,-,-,-,-,-,Polysacc_deac_1
ECFFIKGN_00492,1048983.EL17_02300,1.08e-8,58.9,"2AN5I@1|root,31D3D@2|Bacteria,4NQTI@976|Bacteroidetes,47QVV@768503|Cytophagia",976|Bacteroidetes,S,Domain of unknown function (DUF4920),-,-,-,-,-,-,-,-,-,-,-,-,DUF4920
ECFFIKGN_00493,1123508.JH636445_gene6702,9.38e-13,69.3,"COG0526@1|root,COG0526@2|Bacteria,2J0JE@203682|Planctomycetes",203682|Planctomycetes,CO,COG0526 Thiol-disulfide isomerase and thioredoxins,-,-,-,-,-,-,-,-,-,-,-,-,"AhpC-TSA,Redoxin"
ECFFIKGN_00494,886293.Sinac_3155,1.19e-38,139,"COG0526@1|root,COG0526@2|Bacteria,2J54Z@203682|Planctomycetes",203682|Planctomycetes,CO,PFAM alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen,-,-,-,-,-,-,-,-,-,-,-,-,Redoxin
ECFFIKGN_00495,225849.swp_3020,1.55e-52,173,"COG2353@1|root,COG2353@2|Bacteria,1MZDI@1224|Proteobacteria,1S9EZ@1236|Gammaproteobacteria,2QBVE@267890|Shewanellaceae",1236|Gammaproteobacteria,S,Belongs to the UPF0312 family,-,-,-,-,-,-,-,-,-,-,-,-,YceI
ECFFIKGN_00498,1163617.SCD_n01203,5.47e-56,177,"2AHT8@1|root,3185S@2|Bacteria,1RH98@1224|Proteobacteria,2VR76@28216|Betaproteobacteria",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00499,502025.Hoch_4422,1.2699999999999998e-87,264,"COG0221@1|root,COG0221@2|Bacteria,1RA2F@1224|Proteobacteria,43B5T@68525|delta/epsilon subdivisions,2X6JE@28221|Deltaproteobacteria,2Z3BD@29|Myxococcales",28221|Deltaproteobacteria,C,Inorganic pyrophosphatase,-,-,3.6.1.1,ko:K01507,"ko00190,map00190",-,-,-,"ko00000,ko00001,ko01000",-,-,-,Pyrophosphatase
ECFFIKGN_00500,566466.NOR53_1803,7.53e-4,49.3,"2A448@1|root,30SP9@2|Bacteria,1NJJ4@1224|Proteobacteria,1SWRZ@1236|Gammaproteobacteria,1J9CQ@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,S,"Peptidoglycan-binding protein, CsiV",-,-,-,-,-,-,-,-,-,-,-,-,CsiV
ECFFIKGN_00501,1384056.N787_08230,0,1285,"COG1197@1|root,COG1197@2|Bacteria,1MUXG@1224|Proteobacteria,1RNCU@1236|Gammaproteobacteria,1X4J8@135614|Xanthomonadales",135614|Xanthomonadales,L,"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site",mfd,-,-,ko:K03723,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF"
ECFFIKGN_00502,523791.Kkor_1165,3.47e-267,793,"COG1196@1|root,COG1196@2|Bacteria,1MUAQ@1224|Proteobacteria,1RNA6@1236|Gammaproteobacteria,1XH98@135619|Oceanospirillales",135619|Oceanospirillales,D,Required for chromosome condensation and partitioning,smc,-,-,ko:K03529,-,-,-,-,"ko00000,ko03036",-,-,-,"SMC_N,SMC_hinge"
ECFFIKGN_00503,1123073.KB899242_gene930,3.28e-36,136,"COG3115@1|root,COG3115@2|Bacteria,1MVHR@1224|Proteobacteria,1RMDB@1236|Gammaproteobacteria,1X3YH@135614|Xanthomonadales",135614|Xanthomonadales,D,Essential cell division protein that stabilizes the FtsZ protofilaments by cross-linking them and that serves as a cytoplasmic membrane anchor for the Z ring. Also required for the recruitment to the septal ring of downstream cell division proteins,zipA,-,-,ko:K03528,-,-,-,-,"ko00000,ko03036",-,-,-,ZipA_C
ECFFIKGN_00504,1123279.ATUS01000001_gene960,2.9600000000000003e-273,771,"COG0272@1|root,COG0272@2|Bacteria,1MV3R@1224|Proteobacteria,1RPAV@1236|Gammaproteobacteria,1J4U2@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,L,DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA,ligA,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003909,GO:0003911,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016874,GO:0016886,GO:0033554,GO:0034641,GO:0034645,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050662,GO:0050896,GO:0051103,GO:0051287,GO:0051716,GO:0070403,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1901576",6.5.1.2,ko:K01972,"ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430",-,R00382,RC00005,"ko00000,ko00001,ko01000,ko03032,ko03400",-,-,"iEC55989_1330.EC55989_2701,iECABU_c1320.ECABU_c27320,iECIAI1_1343.ECIAI1_2469,iECO103_1326.ECO103_2930,iECO111_1330.ECO111_3141,iECO26_1355.ECO26_3464,iECSE_1348.ECSE_2702,iECW_1372.ECW_m2640,iEKO11_1354.EKO11_1317,iEcE24377_1341.EcE24377A_2698,iEcSMS35_1347.EcSMS35_2566,iWFL_1372.ECW_m2640,iYL1228.KPN_02758,ic_1306.c2945","BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5"
ECFFIKGN_00505,1385515.N791_01635,3.8299999999999995e-45,162,"COG0823@1|root,COG0823@2|Bacteria,1QYUC@1224|Proteobacteria,1S70B@1236|Gammaproteobacteria,1X60J@135614|Xanthomonadales",135614|Xanthomonadales,U,Involved in the tonB-independent uptake of proteins,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00506,247633.GP2143_05745,2.13e-11,61.2,"2EHHF@1|root,33B9C@2|Bacteria,1NM2H@1224|Proteobacteria,1SGI5@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00507,324602.Caur_2704,5.2299999999999996e-48,169,"COG1597@1|root,COG1597@2|Bacteria,2G6UK@200795|Chloroflexi,375KA@32061|Chloroflexia",32061|Chloroflexia,I,PFAM diacylglycerol kinase catalytic region,-,-,-,-,-,-,-,-,-,-,-,-,DAGK_cat
ECFFIKGN_00508,1500893.JQNB01000001_gene755,1.17e-53,186,"COG0204@1|root,COG0204@2|Bacteria,1MWDY@1224|Proteobacteria,1RRXF@1236|Gammaproteobacteria,1X3Z7@135614|Xanthomonadales",135614|Xanthomonadales,I,Acyltransferase,aas,-,-,-,-,-,-,-,-,-,-,-,"Acyltransferase,MFS_1"
ECFFIKGN_00509,751994.AGIG01000034_gene630,2.45e-7,51.2,"29Y65@1|root,30JZI@2|Bacteria,1Q9TU@1224|Proteobacteria,1TAYW@1236|Gammaproteobacteria,1JBKG@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,S,Putative prokaryotic signal transducing protein,-,-,-,-,-,-,-,-,-,-,-,-,DUF2007
ECFFIKGN_00510,627192.SLG_15890,1.27e-44,160,"COG4424@1|root,COG4424@2|Bacteria,1N77D@1224|Proteobacteria,2UIXB@28211|Alphaproteobacteria,2K7BE@204457|Sphingomonadales",204457|Sphingomonadales,S,Sulfotransferase domain,-,-,-,-,-,-,-,-,-,-,-,-,Sulfotransfer_3
ECFFIKGN_00511,1248760.ANFZ01000019_gene1812,9.87e-67,206,"COG3565@1|root,COG3565@2|Bacteria,1RD7C@1224|Proteobacteria,2U78G@28211|Alphaproteobacteria,2K4FM@204457|Sphingomonadales",204457|Sphingomonadales,S,dioxygenase of extradiol dioxygenase family,-,-,-,ko:K06991,-,-,-,-,ko00000,-,-,-,Glyoxalase
ECFFIKGN_00512,1121374.KB891589_gene45,1.36e-94,297,"COG0733@1|root,COG0733@2|Bacteria,1NQUA@1224|Proteobacteria,1SN07@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Sodium:neurotransmitter symporter family,-,-,-,-,-,-,-,-,-,-,-,-,SNF
ECFFIKGN_00513,205918.Psyr_3614,7e-67,205,"COG0229@1|root,COG0229@2|Bacteria,1RGWC@1224|Proteobacteria,1S5WI@1236|Gammaproteobacteria,1Z7TV@136849|Pseudomonas syringae group",1236|Gammaproteobacteria,O,Belongs to the MsrB Met sulfoxide reductase family,msrB,-,1.8.4.12,ko:K07305,-,-,-,-,"ko00000,ko01000",-,-,-,SelR
ECFFIKGN_00514,536019.Mesop_5091,6.539999999999999e-94,291,"COG4324@1|root,COG4324@2|Bacteria,1N0FE@1224|Proteobacteria,2UQQC@28211|Alphaproteobacteria,43N9M@69277|Phyllobacteriaceae",28211|Alphaproteobacteria,S,Putative aminopeptidase,-,-,-,-,-,-,-,-,-,-,-,-,Aminopep
ECFFIKGN_00515,743721.Psesu_0596,2.3699999999999997e-153,471,"COG1452@1|root,COG1452@2|Bacteria,1MUJC@1224|Proteobacteria,1RQEX@1236|Gammaproteobacteria,1X3A5@135614|Xanthomonadales",135614|Xanthomonadales,M,"Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane",lptD,-,-,ko:K04744,-,-,-,-,"ko00000,ko02000",1.B.42.1,-,-,"OstA,OstA_C"
ECFFIKGN_00517,1122194.AUHU01000004_gene1286,1.41e-46,157,"COG3265@1|root,COG3265@2|Bacteria,1RHD0@1224|Proteobacteria,1RP41@1236|Gammaproteobacteria,467YY@72275|Alteromonadaceae",1236|Gammaproteobacteria,F,Shikimate kinase,gntK,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0046316",2.7.1.12,ko:K00851,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200",-,R01737,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,"iUTI89_1310.UTI89_C3945,iYL1228.KPN_03801","AAA_33,DctQ,SKI"
ECFFIKGN_00518,1004785.AMBLS11_18170,8.8e-82,253,"COG2133@1|root,COG2133@2|Bacteria,1R74P@1224|Proteobacteria,1RSG0@1236|Gammaproteobacteria,4676D@72275|Alteromonadaceae",1236|Gammaproteobacteria,G,Carbohydrate family 9 binding domain-like,-,-,-,-,-,-,-,-,-,-,-,-,CBM9_1
ECFFIKGN_00519,1121875.KB907551_gene1174,7.669999999999999e-170,480,"COG0657@1|root,COG0657@2|Bacteria,4PKKH@976|Bacteroidetes,1HX7Y@117743|Flavobacteriia",976|Bacteroidetes,I,Dienelactone hydrolase family,-,-,-,-,-,-,-,-,-,-,-,-,"Abhydrolase_3,DLH"
ECFFIKGN_00520,1380394.JADL01000009_gene3142,6.24e-131,389,"COG4638@1|root,COG4638@2|Bacteria,1MWXW@1224|Proteobacteria,2TSJ5@28211|Alphaproteobacteria,2JSFS@204441|Rhodospirillales",204441|Rhodospirillales,P,Ring hydroxylating alpha subunit (catalytic domain),-,-,-,ko:K00479,-,-,-,-,ko00000,-,-,-,"Rieske,Ring_hydroxyl_A"
ECFFIKGN_00521,1122135.KB893134_gene3128,2.5099999999999995e-160,462,"COG1960@1|root,COG1960@2|Bacteria,1MUTN@1224|Proteobacteria,2U38F@28211|Alphaproteobacteria",28211|Alphaproteobacteria,I,"Acyl-CoA dehydrogenase, C-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
ECFFIKGN_00522,1207063.P24_08624,7.370000000000001e-59,192,"COG1309@1|root,COG1309@2|Bacteria,1RDM7@1224|Proteobacteria,2U83S@28211|Alphaproteobacteria,2JZP6@204441|Rhodospirillales",204441|Rhodospirillales,K,"BetI-type transcriptional repressor, C-terminal",-,-,-,-,-,-,-,-,-,-,-,-,"TetR_C_6,TetR_N"
ECFFIKGN_00523,1122135.KB893134_gene3130,3.13e-233,651,"COG0001@1|root,COG0001@2|Bacteria,1MUY5@1224|Proteobacteria,2TU8Q@28211|Alphaproteobacteria",28211|Alphaproteobacteria,H,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,-,-,5.4.3.8,ko:K01845,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R02272,RC00677,"ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,"Aminotran_3,CTP_transf_3"
ECFFIKGN_00525,1236541.BALL01000005_gene870,8.069999999999999e-34,134,"COG0845@1|root,COG0845@2|Bacteria,1P5GT@1224|Proteobacteria,1S7A6@1236|Gammaproteobacteria,2Q8V8@267890|Shewanellaceae",1236|Gammaproteobacteria,M,HlyD family secretion protein,-,-,-,-,-,-,-,-,-,-,-,-,"HlyD_3,HlyD_D23"
ECFFIKGN_00526,458817.Shal_2451,2.75e-85,259,"COG1136@1|root,COG1136@2|Bacteria,1MU45@1224|Proteobacteria,1RNUJ@1236|Gammaproteobacteria,2Q9X9@267890|Shewanellaceae",1236|Gammaproteobacteria,P,"Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides",macB,-,-,"ko:K02003,ko:K05685","ko02010,map02010","M00258,M00709",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1,3.A.1.122.1,3.A.1.122.12",-,-,ABC_tran
ECFFIKGN_00527,243233.MCA2790,1.3399999999999998e-72,229,"COG2227@1|root,COG2227@2|Bacteria,1NN3B@1224|Proteobacteria,1T1TQ@1236|Gammaproteobacteria,1XH17@135618|Methylococcales",135618|Methylococcales,J,Catalyzes carboxymethyl transfer from carboxy-S- adenosyl-L-methionine (Cx-SAM) to 5-hydroxyuridine (ho5U) to form 5-carboxymethoxyuridine (cmo5U) at position 34 in tRNAs,cmoB,-,-,ko:K15257,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Methyltransf_9
ECFFIKGN_00528,1122176.KB903536_gene1835,2.84e-138,410,"COG1680@1|root,COG1680@2|Bacteria,4NGZR@976|Bacteroidetes,1ISPB@117747|Sphingobacteriia",976|Bacteroidetes,V,COGs COG1680 Beta-lactamase class C and other penicillin binding protein,-,-,-,-,-,-,-,-,-,-,-,-,Beta-lactamase
ECFFIKGN_00529,1122194.AUHU01000005_gene815,5.26e-71,234,"COG0628@1|root,COG0628@2|Bacteria,1MXXU@1224|Proteobacteria,1RQCM@1236|Gammaproteobacteria,464IS@72275|Alteromonadaceae",1236|Gammaproteobacteria,S,AI-2E family transporter,-,-,-,-,-,-,-,-,-,-,-,-,AI-2E_transport
ECFFIKGN_00532,1123054.KB907723_gene2834,4.55e-9,56.6,"2E5T6@1|root,330HH@2|Bacteria,1N7RC@1224|Proteobacteria,1SE9V@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00533,1128912.GMES_3473,9.59e-29,109,"COG0589@1|root,COG0589@2|Bacteria,1RHE6@1224|Proteobacteria,1S6AR@1236|Gammaproteobacteria,467I4@72275|Alteromonadaceae",1236|Gammaproteobacteria,T,COG0589 Universal stress protein UspA and related nucleotide-binding proteins,uspA,-,-,ko:K06149,-,-,-,-,ko00000,-,-,-,Usp
ECFFIKGN_00535,1127673.GLIP_4103,2.01e-6,47.4,"2DR5X@1|root,33AAV@2|Bacteria,1NK9H@1224|Proteobacteria,1SGJK@1236|Gammaproteobacteria,468ZM@72275|Alteromonadaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00536,713587.THITH_11295,2.6e-22,87.8,"COG3360@1|root,COG3360@2|Bacteria,1N6YT@1224|Proteobacteria,1SJ4Y@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Dodecin,-,-,-,ko:K09165,-,-,-,-,ko00000,-,-,-,Dodecin
ECFFIKGN_00537,1123401.JHYQ01000009_gene2282,6.08e-71,228,"COG0189@1|root,COG0189@2|Bacteria,1MV29@1224|Proteobacteria,1SB70@1236|Gammaproteobacteria",1236|Gammaproteobacteria,HJ,COG0189 Glutathione synthase Ribosomal protein S6 modification enzyme (glutaminyl transferase),dcsG,-,-,-,-,-,-,-,-,-,-,-,"GSH-S_ATP,RimK"
ECFFIKGN_00538,1122222.AXWR01000059_gene307,1.2299999999999999e-146,426,"COG0626@1|root,COG0626@2|Bacteria,1WK1T@1297|Deinococcus-Thermus",1297|Deinococcus-Thermus,E,PFAM Cys Met metabolism PLP-dependent enzyme,-,-,2.5.1.48,ko:K01739,"ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230",M00017,"R00999,R01288,R02508,R03217,R03260,R04944,R04945,R04946","RC00020,RC00056,RC00069,RC00420,RC02848,RC02866","ko00000,ko00001,ko00002,ko01000",-,-,-,Cys_Met_Meta_PP
ECFFIKGN_00539,760192.Halhy_1886,1.04e-161,469,"COG0014@1|root,COG0014@2|Bacteria,4NEPQ@976|Bacteroidetes,1IPIT@117747|Sphingobacteriia",976|Bacteroidetes,E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,proA,"GO:0003674,GO:0003824,GO:0004350,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0055114",1.2.1.41,ko:K00147,"ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230",M00015,R03313,RC00684,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
ECFFIKGN_00540,194439.CT1457,3.6599999999999996e-94,292,"COG0263@1|root,COG0263@2|Bacteria,1FDHR@1090|Chlorobi",1090|Chlorobi,F,Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate,proB,-,2.7.2.11,ko:K00931,"ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230",M00015,R00239,"RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,-,"AA_kinase,PUA"
ECFFIKGN_00541,1122134.KB893650_gene1326,3.679999999999999e-247,698,"COG0457@1|root,COG0457@2|Bacteria,1Q3YA@1224|Proteobacteria,1RN2D@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Peptidase family M49,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M49
ECFFIKGN_00542,765913.ThidrDRAFT_0855,1.39e-35,124,"COG2331@1|root,COG2331@2|Bacteria,1N6Q9@1224|Proteobacteria,1SCJS@1236|Gammaproteobacteria,1WYXS@135613|Chromatiales",135613|Chromatiales,S,"Regulatory protein, FmdB family",-,-,-,-,-,-,-,-,-,-,-,-,Zn-ribbon_8
ECFFIKGN_00543,1123073.KB899241_gene3413,7.630000000000001e-259,728,"COG0173@1|root,COG0173@2|Bacteria,1MUXB@1224|Proteobacteria,1RNMI@1236|Gammaproteobacteria,1X38N@135614|Xanthomonadales",135614|Xanthomonadales,J,Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp),aspS,-,6.1.1.12,ko:K01876,"ko00970,map00970","M00359,M00360",R05577,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"GAD,tRNA-synt_2,tRNA_anti-codon"
ECFFIKGN_00544,1121439.dsat_1150,7.53e-81,254,"COG2962@1|root,COG2962@2|Bacteria,1MX5G@1224|Proteobacteria,42QPT@68525|delta/epsilon subdivisions,2WN1M@28221|Deltaproteobacteria,2M987@213115|Desulfovibrionales",28221|Deltaproteobacteria,S,"TIGRFAM RarD protein, DMT superfamily transporter",rarD,-,-,ko:K05786,-,-,-,-,"ko00000,ko02000",2.A.7.7,-,-,EamA
ECFFIKGN_00545,1121013.P873_02945,4.29e-43,151,"COG1075@1|root,COG1075@2|Bacteria,1N2W0@1224|Proteobacteria,1SAMR@1236|Gammaproteobacteria,1X728@135614|Xanthomonadales",135614|Xanthomonadales,S,acetyltransferases and hydrolases with the alpha beta hydrolase fold,-,-,-,-,-,-,-,-,-,-,-,-,Abhydrolase_6
ECFFIKGN_00546,935863.AWZR01000008_gene108,3.3699999999999996e-112,329,"COG0217@1|root,COG0217@2|Bacteria,1MW3X@1224|Proteobacteria,1RP5N@1236|Gammaproteobacteria,1X40G@135614|Xanthomonadales",135614|Xanthomonadales,K,transcriptional regulatory protein,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,Transcrip_reg
ECFFIKGN_00547,519989.ECTPHS_02159,7.550000000000001e-59,188,"COG0817@1|root,COG0817@2|Bacteria,1MUJI@1224|Proteobacteria,1RQPJ@1236|Gammaproteobacteria,1WW8M@135613|Chromatiales",135613|Chromatiales,L,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,ruvC,-,3.1.22.4,ko:K01159,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,RuvC
ECFFIKGN_00548,1163409.UUA_11101,1.47e-60,194,"COG0632@1|root,COG0632@2|Bacteria,1MWJR@1224|Proteobacteria,1RMET@1236|Gammaproteobacteria,1X373@135614|Xanthomonadales",135614|Xanthomonadales,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB",ruvA,-,3.6.4.12,ko:K03550,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"HHH_5,RuvA_C,RuvA_N"
ECFFIKGN_00549,765912.Thimo_2736,3.5499999999999995e-171,487,"COG2255@1|root,COG2255@2|Bacteria,1MU38@1224|Proteobacteria,1RNWY@1236|Gammaproteobacteria,1WWB3@135613|Chromatiales",135613|Chromatiales,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing",ruvB,-,3.6.4.12,ko:K03551,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"RuvB_C,RuvB_N"
ECFFIKGN_00550,1434929.X946_1606,2.9e-40,139,"COG0824@1|root,COG0824@2|Bacteria,1MZH6@1224|Proteobacteria,2VUEV@28216|Betaproteobacteria,1K7NF@119060|Burkholderiaceae",28216|Betaproteobacteria,S,thioesterase,ybgC,-,-,ko:K07107,-,-,-,-,"ko00000,ko01000",-,-,-,4HBT
ECFFIKGN_00551,1049564.TevJSym_be00130,1.6899999999999998e-88,267,"COG0811@1|root,COG0811@2|Bacteria,1NCWW@1224|Proteobacteria,1RMD4@1236|Gammaproteobacteria,1J5QC@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,U,COG0811 Biopolymer transport proteins,tolQ,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0015893,GO:0016020,GO:0016021,GO:0017038,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0032153,GO:0033036,GO:0042221,GO:0042493,GO:0042886,GO:0042891,GO:0043213,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0050896,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",-,ko:K03562,"ko01120,map01120",-,-,-,"ko00000,ko02000",1.A.30.2.2,-,-,MotA_ExbB
ECFFIKGN_00552,452637.Oter_1512,3.18e-136,400,"COG0577@1|root,COG0577@2|Bacteria,46YY4@74201|Verrucomicrobia,3K9RN@414999|Opitutae",414999|Opitutae,V,MacB-like periplasmic core domain,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00553,765420.OSCT_0344,0,975,"COG1274@1|root,COG1274@2|Bacteria,2G7VM@200795|Chloroflexi,374XU@32061|Chloroflexia",32061|Chloroflexia,H,"Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle",pckG,-,4.1.1.32,ko:K01596,"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko03320,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map03320,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964",M00003,"R00431,R00726","RC00002,RC02741","ko00000,ko00001,ko00002,ko01000",-,-,-,"PEPCK_C,PEPCK_N"
ECFFIKGN_00554,382245.ASA_1667,0,1741,"COG0067@1|root,COG0069@1|root,COG0070@1|root,COG0067@2|Bacteria,COG0069@2|Bacteria,COG0070@2|Bacteria,1MU7B@1224|Proteobacteria,1RN2W@1236|Gammaproteobacteria,1Y3YB@135624|Aeromonadales",135624|Aeromonadales,E,glutamate synthase,gltB,-,"1.4.1.13,1.4.1.14",ko:K00265,"ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230",-,"R00093,R00114,R00248","RC00006,RC00010,RC02799","ko00000,ko00001,ko01000",-,-,-,"GATase_2,GXGXG,Glu_syn_central,Glu_synthase"
